/id,/fields/Annotation Summary,/fields/State,/fields/States Daily Column,/fields/Metric,/fields/Annotation,/fields/Evidence For,/fields/Evidence Type,/fields/Evidence,/fields/Evidence Source Link,/fields/Last Checked,/createdTime,/fields/Media/Outreach As Of,/fields/Media/Outreach Out of Date,/fields/MetricTitle,/fields/Excludes
recrO4cpL7aqHIoWd,deaths tests unclear test required  according to website,MD,Deaths (confirmed),"MD dash > title ""COVID-19 Statistics in Maryland"" > """"Number of confirmed deaths"""" note: this is a section below the dashboard.",deaths tests unclear test required ,Deaths Tests,website,"According to MD's data definitions, laboratory tests are what differentiate probable deaths from confirmed deaths: ""Probable deaths have not yet been confirmed by a laboratory test."" What test they use, however, is not clarified. ",https://phpa.health.maryland.gov/Documents/faq_covid19_data_dashboard_083120pdf.pdf,2021-01-08,2021-01-28T21:51:47.000Z,,,,
recOt8Peuckw2aPo6,deaths tests not required according to website,MA,Deaths (confirmed and probable),calculated: WS2 > { Deaths (confirmed) + Deaths (probable) },deaths tests not required,Deaths Tests,website,"Hover on ""Confirmed Deaths"" ""A confirmed death is a person who died of COVID-19. They had been tested and diagnosed with COVID-19 before they died,  or were tested after they died, and the result was positive."" 
Hover on ""Probable Deaths"" ""A probable death",https://www.mass.gov/info-details/covid-19-response-reporting,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recwAq6tC6Ztu3mSL,deaths tests not required according to website,MA,Deaths (probable),"MA primary > button ""Today's Overview"" > title ""Deaths"" > ""Probable Deaths"" > ""There have been XXXXX probable deaths in total.""",deaths tests not required,Deaths Tests,website,"Hover on ""Probable Deaths"" ""A probable death is a death that is suspect to be COVID-19 related but is not confirmed. Probable deaths have a clinical presentation consistent with a COVID-19 death, but were not tested and therefore not diagnosed with COVID-1",https://www.mass.gov/info-details/covid-19-response-reporting,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recRbzEFnUDMsisgj,deaths tests not required according to website,MI,Deaths (confirmed and probable),"MI dash > tab ""Current Status"" > table ""Current Totals"" > column ""Deaths"" > row ""Total""",deaths tests not required,Deaths Tests,website,"""Confirmed deaths include individuals who had a confirmed COVID-19 infection and are classified as deceased by the case investigation, have COVID-19 indicated as a cause of death on their death certificate, or who die within 30 days of infection and their ","https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-01-08,2021-01-28T21:51:47.000Z,,,,
recOEqNXiv2lMXKzd,deaths tests not required according to website,MD,Deaths (probable),"MD dash > title ""COVID-19 Statistics in Maryland"" > ""Number of probable deaths"" note: this is a section below the dashboard.",deaths tests not required,Deaths Tests,website,"A death is classified as probable based on whether the death certificate states that COVID-19 was a probable cause or condition. Further, the data definitions note that ""probable deaths have not yet been confirmed by a laboratory test"", indicating that tes",https://phpa.health.maryland.gov/Documents/faq_covid19_data_dashboard_083120pdf.pdf,2021-01-08,2021-01-28T21:51:47.000Z,,,,
recrM9i4IHJwhMQre,"deaths tests antigen required, deaths tests viral RNA required according to website",MI,Deaths (confirmed),"MI dash > tab ""Current Status"" > table ""Current Totals"" > column ""Deaths"" > row ""Confirmed""","deaths tests antigen required, deaths tests viral RNA required",Deaths Tests,website,"Two pieces of evidence within the ""deaths"" definition suggest antigen and viral RNA:
- ""Confirmed deaths include individuals who had a confirmed COVID-19 infection""
- ""Probable deaths include include individuals who have COVID indicated on their death cert","https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-01-09,2021-01-28T21:51:47.000Z,,,,
reciFIkEhR3MPBc2s,deaths tests not required according to website,MN,,"MN Page > section Deaths > ""Total non-laboratory confirmed COVID-19 deaths (death certificate) (cumulative)""",deaths tests not required,Deaths Tests,website,"""Total non-laboratory-confirmed COVID-19 deaths (probable) have COVID-19 listed on the death certificate, but no documented positive laboratory test for SARS-CoV-2.""",https://www.health.state.mn.us/diseases/coronavirus/situation.html#death1,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recSy4LcaPs3UQ93R,deaths tests not required according to website,MI,Deaths (probable),"MI dash > tab ""Current Status"" > table ""Current Totals"" > column ""Deaths"" > row ""Probable""",deaths tests not required,Deaths Tests,website,"""Probable deaths include include individuals who have COVID indicated on their death certificate, but have not had a positive diagnostic test.""","https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-01-08,2021-01-28T21:51:47.000Z,,,,
rec2grQzu89I5eNAk,deaths tests unclear test required  according to website,ME,Deaths (probable),"ME dash > section ""Case Rates by County"" > dropdown ""Case Status"" > select ""Probable"" > ""Deaths""",deaths tests unclear test required ,Deaths Tests,website,"From ""What is included in Deaths"": ""A COVID-19 associated death is defined as a death resulting from an illness that is clinically compatible with COVID-19 that is confirmed by an appropriate laboratory test.""

This makes it sound as if probable deaths als",https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus/data.shtml,2021-01-11,2021-01-28T21:51:47.000Z,,,,
recAPuOpRwzDYFEzw,"deaths tests viral RNA required, deaths tests antigen required according to website",MN,Deaths (confirmed and probable),"MN primary > title ""Deaths"" > ""Total deaths (cumulative)""","deaths tests viral RNA required, deaths tests antigen required",Deaths Tests,website,"Deaths from confirmed cases require a positive PCR test, and deaths from probable cases require a positive antigen test.",https://www.health.state.mn.us/diseases/coronavirus/situation.html#death1,2021-01-08,2021-01-28T21:51:47.000Z,,,,
rec8pWjc3zGnbDePQ,deaths tests viral RNA required according to website,MN,Deaths (confirmed),"MN primary > title ""Deaths"" > ""Deaths from confirmed cases (cumulative)""",deaths tests viral RNA required,Deaths Tests,website,"Deaths from confirmed cases are deaths with a positive PCR test.
""Total deaths with laboratory testing are deaths due to COVID-19 with:
A positive PCR test (confirmed case) or antigen test (probable case) for SARS-CoV-2
AND
COVID-19 is listed on the death ",https://www.health.state.mn.us/diseases/coronavirus/situation.html#death1,2021-01-08,2021-01-28T21:51:47.000Z,,,,
recW757KuOuqNs9mm,deaths tests unclear test required  according to website,ME,Deaths (confirmed),"ME dash > tab ""Case rates by county"" > dropdown ""Case Status"" > select ""Confirmed"" > ""Deaths""",deaths tests unclear test required ,Deaths Tests,website,"From ""What is included in Deaths"": ""A COVID-19 associated death is defined as a death resulting from an illness that is clinically compatible with COVID-19 that is confirmed by an appropriate laboratory test. There should be no period of complete recovery ",https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus/data.shtml,2021-01-08,2021-01-28T21:51:47.000Z,,,,
recOhyBjQRju7YTLI,deaths tests antigen required according to website,MN,Deaths (probable),"MN primary > title ""Deaths"" > ""Deaths from probable cases (cumulative)""",deaths tests antigen required,Deaths Tests,website,"Deaths from probable cases are deaths with a positive antigen test.
""Total deaths with laboratory testing are deaths due to COVID-19 with:
A positive PCR test (confirmed case) or antigen test (probable case) for SARS-CoV-2
AND
COVID-19 is listed on the dea",https://www.health.state.mn.us/diseases/coronavirus/situation.html#death1,2021-01-08,2021-01-28T21:51:47.000Z,,,,
rec3ZI5BOFxWDwrvm,no problems with missing negatives according to website,OH,Total Tests (PCR),"OH dash > ""COVID-19 Dashboard"" > menu pulldown ""Key Metrics"" > ""Cases"" > ""Total Tested in Ohio""",no problems with missing negatives,Negative Reporting,website,"Ohio's website says explicitly: ""Persons in charge of any laboratory that examines specimens of human origin for evidence of COVID-19 infection shall electronically report within twenty-four (24) hours the results of all such examination, including, but no",https://odh.ohio.gov/wps/portal/gov/odh/know-our-programs/Electronic-Laboratory-Reporting/COVID-19-Reporting,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recrWs1HulFHjIQ8i,"deaths tests viral RNA required, deaths tests antigen required according to website",NC,Deaths (confirmed and probable),"NC dash > link ""Cases"" > graph ""Daily Cases"" > select >  ""Deaths by Date of Death"" > ""Total Deaths""","deaths tests viral RNA required, deaths tests antigen required",Deaths Tests,website,"""Starting September 25, 2020, the North Carolina Department of Health and Human Services (NCDHHS) began reporting on two new measures on the NC COVID-19 Dashboard: 1. Antigen-positive cases and deaths, and 2. Antigen tests completed. This change was made i",https://covid19.ncdhhs.gov/dashboard/cases,2021-01-08,2021-01-28T21:51:47.000Z,,,,
recQFwiYlDe1G9vvB,deaths tests unclear whether required according to website,NM,Deaths (confirmed and probable),"NM dash > ""Total Deaths""",deaths tests unclear whether required,Deaths Tests,website,Dashboard doesn't specify death breakdown or what it takes to be a COVID death in NM,https://cvprovider.nmhealth.org/public-dashboard.html,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recQFbsKvJwhnrEma,deaths tests unclear whether required according to website,NY,Deaths (confirmed and probable),"NY dash > click link ""Click for Fatality Data"" >  table ""Fatalities by County"" > column ""Place of Fatality"" > row ""Grand Total""",deaths tests unclear whether required,Deaths Tests,website,Nowhere does the dash specify what constitutes a COVID death in terms of tests in NY,https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recgn1KoTDAW7gmJ4,deaths tests unclear test required  according to website,NH,Deaths (confirmed and probable),"NH primary > ""Deaths Attributed to COVID-19""",deaths tests unclear test required ,Deaths Tests,website,"Deaths is subset of header Number of Persons with COVID-19 which is defined: ""Includes specimens positive at any laboratory and those confirmed by CDC confirmatory testing.""",https://www.nh.gov/covid19/,2021-01-09,2021-01-28T21:51:47.000Z,,,,
recrVg5dsJmXsy1Ln,deaths tests viral RNA required according to website,NC,Deaths (confirmed),"NC dash > link ""Cases"" > graph ""Daily  Cases"" > radio buttons ""select graph view"" > select "" Deaths by Date of Death"" > ""Molecular (PCR) Positive""",deaths tests viral RNA required,Deaths Tests,website,"""Starting September 25, 2020, the North Carolina Department of Health and Human Services (NCDHHS) began reporting on two new measures on the NC COVID-19 Dashboard: 1. Antigen-positive cases and deaths, and 2. Antigen tests completed. This change was made i",https://covid19.ncdhhs.gov/dashboard/cases,2021-01-08,2021-01-28T21:51:47.000Z,,,,
recviJunhoPt6Kxhu,deaths tests unclear whether required according to website,OK,Deaths (confirmed and probable),"OK primary > ""OK Deaths""",deaths tests unclear whether required,Deaths Tests,website,No specification as to what tests (if any) are required to confirm a COVID death in OK,https://oklahoma.gov/covid19.html,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recbnBbw2qfFmX584,deaths tests antigen required according to website,NC,Deaths (probable),"NC dash > link ""Cases"" > graph ""Daily  Cases"" > radio buttons ""select graph view"" > select "" Deaths by Date of Death"" > ""Antigen Positive""",deaths tests antigen required,Deaths Tests,website,"""Starting September 25, 2020, the North Carolina Department of Health and Human Services (NCDHHS) began reporting on two new measures on the NC COVID-19 Dashboard: 1. Antigen-positive cases and deaths, and 2. Antigen tests completed. This change was made i",https://covid19.ncdhhs.gov/dashboard/cases,2021-01-08,2021-01-28T21:51:47.000Z,,,,
rec23m07ztqzXXyjh,deaths tests unclear test required  according to website,ME,Deaths (confirmed and probable),"ME dash > table ""Cumulative COVID-19 Cases by County"" > column ""Deaths"" > row ""Statewide""",deaths tests unclear test required ,Deaths Tests,website,"From ""What is included in Deaths"": ""A COVID-19 associated death is defined as a death resulting from an illness that is clinically compatible with COVID-19 that is confirmed by an appropriate laboratory test.""

This makes it sound as if probable deaths als",https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus/data.shtml,2021-01-11,2021-01-28T21:51:47.000Z,,,,
recUDSYxBmSjUOoRM,deaths tests viral RNA required according to website,NV,Deaths (confirmed and probable),"NV dash > tab ""Current Status"" > button ""Deaths"" > ""Cumulative Deaths""",deaths tests viral RNA required,Deaths Tests,website,"NVDHHS only reports COVID-19 deaths that meet Nevada's confirmed case definition. Requires that decedents have a positive COVID-19 lab report (≤30 days from death). Doesn't indicate specifically what kind of test is required, but NV indicates that ""the lab",http://dpbh.nv.gov/uploadedFiles/dpbhnvgov/content/Programs/OPHIE/Docs/COVID-Death-Definition-10-19-20.pdf,2021-01-09,2021-01-28T21:51:47.000Z,,,,
recQxOpBWRKYDSAW4,"ELR HL7 labs, electronic submission (unspecified) according to website",OH,Total Tests (PCR),"OH dash > ""COVID-19 Dashboard"" > menu pulldown ""Key Metrics"" > ""Cases"" > ""Total Tested in Ohio""","ELR HL7 labs, electronic submission (unspecified)",Lab Data Source,website,"Ohio documentation says this: 

""ODH offers two connection methods for the submission of COVID-19 testing results, including a secure, authenticated web portal electronic laboratory reporting (ELR) file upload tool and secure file transfer protocol (SFTP).",https://odh.ohio.gov/wps/portal/gov/odh/know-our-programs/Electronic-Laboratory-Reporting/COVID-19-Reporting,2021-01-07,2021-01-28T21:51:47.000Z,,,,
